"cin","cout","title","deweyClass","itemtype"
"2008-05-14 14:04:00","2008-04-25 16:35:00","Python essential reference","005.133","acbk"
"2008-05-16 16:29:00","2008-04-25 16:35:00","Python essential reference","005.133","acbk"
"2008-05-19 12:15:00","2008-04-25 16:35:00","Python essential reference","005.133","acbk"
"2008-05-20 19:07:00","2008-05-06 16:02:00","Python in a nutshell","005.133","acbk"
"2008-05-22 14:39:00","2008-05-07 14:12:00","Python in a nutshell","005.133","acbk"
"2008-05-22 22:05:00","2008-05-06 16:02:00","Python in a nutshell","005.133","acbk"
"2008-05-23 13:48:00","2008-05-06 16:02:00","Python in a nutshell","005.133","acbk"
"2008-05-28 19:38:00","2008-05-08 18:08:00","Python essential reference","005.133","acbk"
"2008-05-30 00:00:00","2008-03-26 16:16:00","quick Python book","005.133","acbk"
"2008-05-30 00:00:00","2008-03-26 18:26:00","Python essential reference","005.133","acbk"
"2008-06-02 12:16:00","2008-05-08 18:08:00","Python essential reference","005.133","acbk"
"2008-06-04 16:53:00","2008-05-06 16:02:00","Python in a nutshell","005.133","acbk"
"2008-06-06 11:57:00","2008-05-06 16:02:00","Python in a nutshell","005.133","acbk"
"2008-06-16 15:12:00","2008-05-20 17:46:00","Python essential reference","005.133","acbk"
"2008-06-24 21:42:00","2008-05-31 15:24:00","Python in a nutshell","005.133","acbk"
"2008-06-26 12:45:00","2008-05-31 15:24:00","Python in a nutshell","005.133","acbk"
"2008-06-28 09:43:00","2008-06-06 17:28:00","Python essential reference","005.133","acbk"
"2008-07-01 13:22:00","2008-06-06 17:28:00","Python essential reference","005.133","acbk"
"2008-07-03 19:33:00","2008-06-09 18:34:00","Python in a nutshell","005.133","acbk"
"2008-07-05 15:21:00","2008-06-09 18:34:00","Python in a nutshell","005.133","acbk"
"2008-07-13 19:03:00","2008-06-06 17:28:00","Python essential reference","005.133","acbk"
"2008-07-15 16:13:00","2008-06-06 17:28:00","Python essential reference","005.133","acbk"
"2008-07-16 14:29:00","2008-06-27 12:38:00","Learning Python","005.133","acbk"
"2008-07-17 16:01:00","2008-07-01 19:36:00","Python in a nutshell","005.133","acbk"
"2008-07-17 17:42:00","2008-06-16 19:21:00","Python essential reference","005.133","acbk"
"2008-07-19 10:20:00","2008-06-27 12:38:00","Learning Python","005.133","acbk"
"2008-07-21 11:39:00","2008-07-01 19:36:00","Python in a nutshell","005.133","acbk"
"2008-07-21 14:37:00","2008-06-26 10:34:00","Learning Python","005.133","acbk"
"2008-07-21 15:24:00","2008-07-07 17:31:00","Python power the comprehensive guide","005.133","acbk"
"2008-07-21 17:11:00","2008-07-02 16:51:00","Learning Python","005.133","acbk"
"2008-07-22 13:23:00","2008-07-07 17:31:00","Python power the comprehensive guide","005.133","acbk"
"2008-07-22 15:22:00","2008-06-16 19:21:00","Python essential reference","005.133","acbk"
"2008-07-22 19:35:00","2008-07-02 16:51:00","Learning Python","005.133","acbk"
"2008-07-23 17:50:00","2008-03-26 18:26:00","Python essential reference","005.133","acbk"
"2008-07-26 15:19:00","2008-07-06 15:30:00","Python power the comprehensive guide","005.133","acbk"
"2008-07-28 18:07:00","2008-07-23 17:17:00","Python essential reference","005.133","acbk"
"2008-07-29 18:18:00","2008-07-06 15:30:00","Python power the comprehensive guide","005.133","acbk"
"2008-07-29 19:32:00","2008-07-07 19:32:00","Python in a nutshell","005.133","acbk"
"2008-07-31 14:08:00","2008-07-07 19:32:00","Python in a nutshell","005.133","acbk"
"2008-07-31 16:06:00","2008-07-09 12:24:00","Python power the comprehensive guide","005.133","acbk"
"2008-08-01 17:24:00","2008-07-09 12:24:00","Python power the comprehensive guide","005.133","acbk"
"2008-08-02 18:38:00","2008-07-01 19:36:00","Python in a nutshell","005.133","acbk"
"2008-08-05 16:54:00","2008-07-28 15:54:00","Learning Python","005.133","acbk"
"2008-08-05 17:12:00","2008-07-23 17:17:00","Python power the comprehensive guide","005.133","acbk"
"2008-08-07 17:23:00","2008-07-17 17:18:00","Python power the comprehensive guide","005.133","acbk"
"2008-08-12 12:52:00","2008-07-25 15:31:00","Learning Python","005.133","acbk"
"2008-08-12 15:28:00","2008-07-20 12:32:00","Learning Python","005.133","acbk"
"2008-08-13 10:52:00","2008-07-23 17:17:00","Python power the comprehensive guide","005.133","acbk"
"2008-08-13 11:17:00","2008-07-01 19:36:00","Python in a nutshell","005.133","acbk"
"2008-08-13 12:11:00","2008-07-25 15:31:00","Learning Python","005.133","acbk"
"2008-08-14 11:41:00","2008-07-25 15:31:00","Learning Python","005.133","acbk"
"2008-08-14 17:49:00","2008-07-24 10:21:00","Learning Python","005.133","acbk"
"2008-08-16 17:05:00","2008-07-20 12:32:00","Learning Python","005.133","acbk"
"2008-08-20 13:10:00","2008-08-15 15:27:00","Python power the comprehensive guide","005.133","acbk"
"2008-08-22 19:07:00","2008-07-24 10:21:00","Learning Python","005.133","acbk"
"2008-08-23 14:04:00","2008-07-12 10:29:00","Python power the comprehensive guide","005.133","acbk"
"2008-08-25 15:11:00","2008-07-24 10:21:00","Learning Python","005.133","acbk"
"2008-08-25 15:14:00","2008-07-23 17:17:00","Python essential reference","005.133","acbk"
"2008-08-25 16:29:00","2008-07-12 10:29:00","Python power the comprehensive guide","005.133","acbk"
"2008-08-28 22:24:00","2008-08-15 15:27:00","Python power the comprehensive guide","005.133","acbk"
"2008-08-29 18:01:00","2008-03-26 18:26:00","Python essential reference","005.133","acbk"
"2008-08-30 10:43:00","2008-08-15 15:27:00","Python power the comprehensive guide","005.133","acbk"
"2008-08-30 14:28:00","2008-03-26 18:26:00","Python essential reference","005.133","acbk"
"2008-09-03 16:52:00","2008-08-09 12:32:00","Learning Python","005.133","acbk"
"2008-09-04 11:57:00","2008-08-09 12:32:00","Learning Python","005.133","acbk"
"2008-09-05 14:17:00","2008-07-15 14:43:00","Python power the comprehensive guide","005.133","acbk"
"2008-09-06 10:06:00","2008-07-15 14:43:00","Python power the comprehensive guide","005.133","acbk"
"2008-09-06 12:04:00","2008-08-16 15:40:00","Python power the comprehensive guide","005.133","acbk"
"2008-09-09 12:06:00","2008-07-24 19:44:00","Learning Python","005.133","acbk"
"2008-09-10 10:34:00","2008-07-24 19:44:00","Learning Python","005.133","acbk"
"2008-09-12 13:39:00","2008-08-16 11:31:00","Python in a nutshell","005.133","acbk"
"2008-09-12 16:06:00","2008-08-08 16:05:00","Python in a nutshell","005.133","acbk"
"2008-09-12 16:06:00","2008-08-25 15:58:00","Learning Python","005.133","acbk"
"2008-09-12 22:31:00","2008-08-20 13:40:00","Learning Python","005.133","acbk"
"2008-09-13 10:26:00","2008-08-08 16:05:00","Python in a nutshell","005.133","acbk"
"2008-09-13 13:23:00","2008-08-04 17:07:00","Python power the comprehensive guide","005.133","acbk"
"2008-09-14 17:21:00","2008-08-16 15:40:00","Python power the comprehensive guide","005.133","acbk"
"2008-09-15 17:44:00","2008-08-04 18:27:00","Learning Python","005.133","acbk"
"2008-09-16 17:51:00","2008-08-04 18:27:00","Learning Python","005.133","acbk"
"2008-09-20 12:47:00","2008-07-19 10:42:00","Python essential reference","005.133","acbk"
"2008-09-23 15:40:00","2008-08-08 16:05:00","Python in a nutshell","005.133","acbk"
"2008-09-25 11:38:00","2008-08-08 16:05:00","Python in a nutshell","005.133","acbk"
"2008-09-29 15:49:00","2008-09-04 18:46:00","Python power the comprehensive guide","005.133","acbk"
"2008-09-29 18:13:00","2008-09-06 12:29:00","Python power the comprehensive guide","005.133","acbk"
"2008-10-04 11:21:00","2008-09-07 14:47:00","Learning Python","005.133","acbk"
"2008-10-04 21:38:00","2008-07-24 19:44:00","Learning Python","005.133","acbk"
"2008-10-06 10:33:00","2008-07-19 10:42:00","Python essential reference","005.133","acbk"
"2008-10-06 16:48:00","2008-07-24 19:44:00","Learning Python","005.133","acbk"
"2008-10-07 17:36:00","2008-10-02 16:31:00","Python in a nutshell","005.133","acbk"
"2008-10-08 11:10:00","2008-09-07 14:47:00","Learning Python","005.133","acbk"
"2008-10-08 19:11:00","2008-09-17 13:23:00","Learning Python","005.133","acbk"
"2008-10-09 14:24:00","2008-10-02 16:31:00","Python in a nutshell","005.133","acbk"
"2008-10-09 19:50:00","2008-09-16 19:45:00","Learning Python","005.133","acbk"
"2008-10-10 14:54:00","2008-10-02 16:31:00","Python in a nutshell","005.133","acbk"
"2008-10-11 15:16:00","2008-09-20 17:30:00","Learning Python","005.133","acbk"
"2008-10-11 16:41:00","2008-09-17 11:06:00","Python power the comprehensive guide","005.133","acbk"
"2008-10-18 14:56:00","2008-03-26 16:16:00","quick Python book","005.133","acbk"
"2008-10-21 16:41:00","2008-10-02 16:31:00","Python in a nutshell","005.133","acbk"
"2008-10-21 18:35:00","2008-09-30 16:06:00","Python in a nutshell","005.133","acbk"
"2008-10-23 09:55:00","2008-09-16 19:45:00","Learning Python","005.133","acbk"
"2008-10-23 10:41:00","2008-09-07 14:47:00","Learning Python","005.133","acbk"
"2008-10-25 13:15:00","2008-09-20 17:30:00","Learning Python","005.133","acbk"
"2008-10-25 15:23:00","2008-10-07 17:52:00","Python power the comprehensive guide","005.133","acbk"
"2008-10-25 15:28:00","2008-10-07 17:52:00","Python essential reference","005.133","acbk"
